filepath,label,label_idx,session_id
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161156.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161156_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161157.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161157_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161157_2.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161158.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161158_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161159.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161159_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161159_2.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161200.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161200_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161200_2.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161201.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161201_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161202.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161202_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161202_2.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161203.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161203_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161204.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161204_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161204_2.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161205.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161205_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161206.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161206_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161206_2.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161207.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161207_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161208.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161209.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161209_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161209_2.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161210.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161210_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161211.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161211_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161212.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_161212_1.jpg,Apple,0,Apple_S001
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162229.jpg,Apple,0,Apple_S005
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162230.jpg,Apple,0,Apple_S005
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162230_1.jpg,Apple,0,Apple_S005
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162231.jpg,Apple,0,Apple_S005
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162232.jpg,Apple,0,Apple_S005
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162233.jpg,Apple,0,Apple_S005
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162249.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162250.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162250_1.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162251.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162252.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162253.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162254.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162255.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162256.jpg,Apple,0,Apple_S006
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162313.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162316.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162318.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162319.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162319_1.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162320.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162320_1.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162320_2.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162321.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162321_1.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162322.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162322_1.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162322_2.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162323.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162323_1.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162323_2.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162324.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162324_1.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162324_2.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162324_3.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162325.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162325_1.jpg,Apple,0,Apple_S007
E:\Semester 8\EC8020\Task 4\Project\dataset\Apple\IMG_20240710_162325_2.jpg,Apple,0,Apple_S007
